SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes,Cluster
1.0,4.0,75.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,69.0,76.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,67.0,36.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,4.0,80.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,13.0,46.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,45.0,81.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,68.0,101.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,69.0,74.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,70.0,58.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,1.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,45.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,37.0,20.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,10.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,1.0,89.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,29.0,69.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
1.0,72.0,104.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,2.0,76.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,24.0,54.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,4.0,79.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,72.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,11.0,79.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,44.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,62.0,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,70.0,25.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,4.0,106.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
1.0,2.0,86.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,41.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,19.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3
1.0,72.0,84.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,63.0,109.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,68.0,80.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
1.0,59.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,52.0,49.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,26.0,106.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,66.0,57.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,56.0,96.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,72.0,79.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,2.0,70.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,68.0,117.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,61.0,85.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,1.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,2.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,2.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3
1.0,68.0,85.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,9.0,68.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,13.0,83.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,22.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,66.0,25.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,8.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,2.0,70.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,3.0,56.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,5.0,92.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,13.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,53.0,65.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,3.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,46.0,95.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,39.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,30.0,108.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,23.0,99.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,40.0,20.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,45.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,53.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,72.0,112.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,28.0,20.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,49.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,75.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,20.0,81.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,53.0,61.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,67.0,69.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,11.0,74.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,52.0,86.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,1.0,91.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3
0.0,48.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,7.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,7.0,71.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,12.0,84.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,40.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,55.0,78.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,20.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,1.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.0,72.0,84.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,63.0,110.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,70.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,8.0,64.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,1.0,46.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,16.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,11.0,25.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
0.0,11.0,75.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3
0.0,41.0,88.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,14.0,76.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,61.0,89.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,20.0,89.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,47.0,106.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,2.0,60.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,41.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,72.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,72.0,80.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,46.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,20.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,29.0,45.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,37.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,19.0,62.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,49.0,78.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,13.0,44.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,22.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,53.0,97.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,24.0,50.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,37.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,6.0,55.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,7.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,12.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,71.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,26.0,82.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,6.0,46.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,32.0,88.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,47.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,31.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,52.0,84.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,60.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,48.0,66.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,45.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,39.0,80.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
1.0,1.0,86.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3
0.0,1.0,70.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,6.0,79.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,9.0,76.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,72.0,114.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,71.0,52.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,71.0,20.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,64.0,95.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,28.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,70.0,115.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,39.0,96.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,16.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2
1.0,66.0,111.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
1.0,21.0,95.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,44.0,85.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
